2302,5'240'334'140
2303,7'644'945'803
2304,8'685'271'797
2305,10'779'260'918
2306,8'843'436'302
2307,5'871'463'281
2308,5'730'732'729
2309,5'196'386'649
2310,5'231'059'409
2311,4'584'110'363
2312,3'735'680'209
2401,4'335'765'444
2402,6'216'590'503
